Age,Conference,Date,Draft Year,Height,Player,Position,Season,Season short,Seasons in league,Team,Weight,Real_value
23,East,"Jan 20, 2014",2010,6-9,Paul George,GF,2013-2014,2014,3,Indiana Pacers,220,0.5
25,West,"Jan 20, 2014",2007,6-9,Kevin Durant,SF,2013-2014,2014,6,Oklahoma City Thunder,240,0.5
29,East,"Jan 13, 2014",2003,6-8,Carmelo Anthony,F,2013-2014,2014,10,New York Knicks,240,0.5
23,West,"Jan 13, 2014",2010,6-11,DeMarcus Cousins,C,2013-2014,2014,3,Sacramento Kings,270,0.5
25,East,"Jan 6, 2014",2007,6-8,Thaddeus Young,F,2013-2014,2014,6,Philadelphia Sixers,221,0.5
30,West,"Jan 6, 2014",2005,6-9,David Lee,FC,2013-2014,2014,8,Golden State Warriors,245,0.5
29,East,"Dec 30, 2013",2003,6-11,Chris Bosh,PF,2013-2014,2014,10,Miami Heat,235,0.5
25,West,"Dec 30, 2013",2007,6-9,Kevin Durant,SF,2013-2014,2014,6,Oklahoma City Thunder,240,0.5
32,East,"Dec 23, 2013",2003,6-4,Dwyane Wade,SG,2013-2014,2014,10,Miami Heat,220,0.5
24,West,"Dec 23, 2013",2009,6-10,Blake Griffin,PF,2013-2014,2014,4,Los Angeles Clippers,251,0.5
21,East,"Dec 16, 2013",2011,6-3,Kyrie Irving,G,2013-2014,2014,2,Cleveland Cavaliers,193,0.5
28,West,"Dec 16, 2013",2006,6-11,LaMarcus Aldridge,FC,2013-2014,2014,7,Portland Trail Blazers,260,0.5
25,East,"Dec 9, 2013",2010,6-5,Jordan Crawford,G,2013-2014,2014,3,Boston Celtics,195,0.5
28,West,"Dec 9, 2013",2006,6-11,LaMarcus Aldridge,FC,2013-2014,2014,7,Portland Trail Blazers,260,0.5
29,East,"Dec 2, 2013",2003,6-8,LeBron James,F,2013-2014,2014,10,Miami Heat,250,0.5
25,West,"Dec 2, 2013",2007,6-9,Kevin Durant,SF,2013-2014,2014,6,Oklahoma City Thunder,240,0.5
23,East,"Nov 25, 2013",2010,6-4,John Wall,PG,2013-2014,2014,3,Washington Wizards,210,0.5
28,West,"Nov 25, 2013",2006,6-11,LaMarcus Aldridge,FC,2013-2014,2014,7,Portland Trail Blazers,260,0.5
29,East,"Nov 18, 2013",2003,6-8,LeBron James,F,2013-2014,2014,10,Miami Heat,250,0.5
24,West,"Nov 18, 2013",2009,6-10,Blake Griffin,PF,2013-2014,2014,4,Los Angeles Clippers,251,0.5
23,East,"Nov 11, 2013",2010,6-9,Paul George,GF,2013-2014,2014,3,Indiana Pacers,220,0.5
24,West,"Nov 11, 2013",2011,6-10,Markieff Morris,PF,2013-2014,2014,2,Phoenix Suns,245,0.5
22,East,"Nov 4, 2013",2013,6-6,Michael Carter-Williams,PG,2013-2014,2014,0,Philadelphia Sixers,190,0.5
25,West,"Nov 4, 2013",2008,6-10,Kevin Love,FC,2013-2014,2014,5,Minnesota Timberwolves,251,0.5
26,East,"Apr 13, 2015",2011,5-9,Isaiah Thomas,PG,2014-2015,2015,3,Boston Celtics,185,0.5
38,West,"Apr 13, 2015",1997,6-11,Tim Duncan,FC,2014-2015,2015,17,San Antonio Spurs,250,0.5
26,East,"Apr 6, 2015",2008,7-0,Brook Lopez,C,2014-2015,2015,6,Brooklyn Nets,268,0.5
25,West,"Apr 6, 2015",2009,6-5,James Harden,SG,2014-2015,2015,5,Houston Rockets,220,0.5
26,East,"Mar 30, 2015",2008,7-0,Brook Lopez,C,2014-2015,2015,6,Brooklyn Nets,268,0.5
26,West,"Mar 30, 2015",2009,6-3,Stephen Curry,G,2014-2015,2015,5,Golden State Warriors,190,0.5
33,East,"Mar 23, 2015",2003,6-4,Dwyane Wade,SG,2014-2015,2015,11,Miami Heat,220,0.5
29,West,"Mar 23, 2015",2005,6-0,Chris Paul,PG,2014-2015,2015,9,Los Angeles Clippers,175,0.5
22,East,"Mar 16, 2015",2011,6-3,Kyrie Irving,G,2014-2015,2015,3,Cleveland Cavaliers,193,0.5
21,West,"Mar 16, 2015",2012,6-10,Anthony Davis,PF,2014-2015,2015,2,New Orleans Pelicans,253,0.5
32,East,"Mar 9, 2015",2003,6-1,Mo Williams,G,2014-2015,2015,11,Charlotte Hornets,198,0.5
26,West,"Mar 9, 2015",2008,6-3,Russell Westbrook,G,2014-2015,2015,6,Oklahoma City Thunder,200,0.5
26,East,"Mar 2, 2015",2011,5-9,Isaiah Thomas,PG,2014-2015,2015,3,Boston Celtics,185,0.5
24,West,"Mar 2, 2015",2012,6-3,Damian Lillard,G,2014-2015,2015,2,Portland Trail Blazers,195,0.5
20,East,"Feb 9, 2015",2013,6-11,Giannis Antetokounmpo,F,2014-2015,2015,1,Milwaukee Bucks,222,0.5
26,West,"Feb 9, 2015",2008,6-3,Russell Westbrook,G,2014-2015,2015,6,Oklahoma City Thunder,200,0.5
22,East,"Feb 2, 2015",2011,6-3,Kyrie Irving,G,2014-2015,2015,3,Cleveland Cavaliers,193,0.5
33,West,"Feb 2, 2015",2001,6-9,Zach Randolph,PF,2014-2015,2015,13,Memphis Grizzlies,260,0.5
30,East,"Jan 26, 2015",2003,6-8,LeBron James,F,2014-2015,2015,11,Cleveland Cavaliers,250,0.5
25,West,"Jan 26, 2015",2011,6-7,Klay Thompson,G,2014-2015,2015,3,Golden State Warriors,215,0.5
28,East,"Jan 19, 2015",2007,6-10,Al Horford,FC,2014-2015,2015,7,Atlanta Hawks,245,0.5
32,West,"Jan 19, 2015",2003,6-1,Mo Williams,G,2014-2015,2015,11,Minnesota Timberwolves,198,0.5
24,East,"Jan 12, 2015",2011,6-1,Kemba Walker,G,2014-2015,2015,3,Charlotte Hornets,184,0.5
25,West,"Jan 12, 2015",2011,6-7,Klay Thompson,G,2014-2015,2015,3,Golden State Warriors,215,0.5
26,East,"Jan 5, 2015",2009,6-2,Jeff Teague,PG,2014-2015,2015,5,Atlanta Hawks,186,0.5
26,West,"Jan 5, 2015",2007,6-9,Kevin Durant,SF,2014-2015,2015,7,Oklahoma City Thunder,240,0.5
25,East,"Dec 29, 2014",2011,6-7,Jimmy Butler,GF,2014-2015,2015,3,Chicago Bulls,231,0.5
25,West,"Dec 29, 2014",2009,6-5,James Harden,SG,2014-2015,2015,5,Houston Rockets,220,0.5
28,East,"Dec 22, 2014",2007,6-10,Al Horford,FC,2014-2015,2015,7,Atlanta Hawks,245,0.5
29,West,"Dec 22, 2014",2006,6-11,LaMarcus Aldridge,FC,2014-2015,2015,8,Portland Trail Blazers,260,0.5
24,East,"Dec 15, 2014",2010,6-4,John Wall,PG,2014-2015,2015,4,Washington Wizards,210,0.5
25,West,"Dec 15, 2014",2009,6-5,James Harden,SG,2014-2015,2015,5,Houston Rockets,220,0.5
28,East,"Dec 8, 2014",2006,6-1,Kyle Lowry,PG,2014-2015,2015,8,Toronto Raptors,196,0.5
29,West,"Dec 8, 2014",2006,6-11,LaMarcus Aldridge,FC,2014-2015,2015,8,Portland Trail Blazers,260,0.5
30,East,"Dec 1, 2014",2003,6-8,LeBron James,F,2014-2015,2015,11,Cleveland Cavaliers,250,0.5
25,West,"Dec 1, 2014",2009,6-10,Blake Griffin,PF,2014-2015,2015,5,Los Angeles Clippers,251,0.5
28,East,"Nov 24, 2014",2005,6-1,Lou Williams,G,2014-2015,2015,9,Toronto Raptors,175,0.5
24,West,"Nov 24, 2014",2010,6-11,DeMarcus Cousins,C,2014-2015,2015,4,Sacramento Kings,270,0.5
30,East,"Nov 17, 2014",2003,6-8,LeBron James,F,2014-2015,2015,11,Cleveland Cavaliers,250,0.5
24,West,"Nov 17, 2014",2012,6-3,Damian Lillard,G,2014-2015,2015,2,Portland Trail Blazers,195,0.5
30,East,"Nov 10, 2014",2005,6-3,Deron Williams,PG,2014-2015,2015,9,Brooklyn Nets,200,0.5
26,West,"Nov 10, 2014",2009,6-3,Stephen Curry,G,2014-2015,2015,5,Golden State Warriors,190,0.5
30,East,"Nov 3, 2014",2003,6-11,Chris Bosh,PF,2014-2015,2015,11,Miami Heat,235,0.5
25,West,"Nov 3, 2014",2011,6-7,Klay Thompson,G,2014-2015,2015,3,Golden State Warriors,215,0.5
31,East,"Apr 11, 2016",2006,6-8,Paul Millsap,FC,2015-2016,2016,9,Atlanta Hawks,246,0.5
20,West,"Apr 11, 2016",2015,7-0,Karl-Anthony Towns,C,2015-2016,2016,0,Minnesota Timberwolves,244,0.5
31,East,"Apr 4, 2016",2003,6-8,LeBron James,F,2015-2016,2016,12,Cleveland Cavaliers,250,0.5
31,West,"Apr 4, 2016",2006,6-0,J.J. Barea,G,2015-2016,2016,9,Dallas Mavericks,185,0.5
31,East,"Mar 28, 2016",2003,6-8,LeBron James,F,2015-2016,2016,12,Cleveland Cavaliers,250,0.5
26,West,"Mar 28, 2016",2011,6-7,Klay Thompson,G,2015-2016,2016,4,Golden State Warriors,215,0.5
29,East,"Mar 21, 2016",2006,6-1,Kyle Lowry,PG,2015-2016,2016,9,Toronto Raptors,196,0.5
27,West,"Mar 21, 2016",2007,6-9,Kevin Durant,SF,2015-2016,2016,8,Oklahoma City Thunder,240,0.5
25,East,"Mar 14, 2016",2011,6-1,Kemba Walker,G,2015-2016,2016,4,Charlotte Hornets,184,0.5
27,West,"Mar 14, 2016",2009,6-3,Stephen Curry,G,2015-2016,2016,6,Golden State Warriors,190,0.5
31,East,"Mar 7, 2016",2003,6-8,LeBron James,F,2015-2016,2016,12,Cleveland Cavaliers,250,0.5
24,West,"Mar 7, 2016",2011,6-7,Kawhi Leonard,F,2015-2016,2016,4,San Antonio Spurs,230,0.5
29,East,"Feb 29, 2016",2006,6-1,Kyle Lowry,PG,2015-2016,2016,9,Toronto Raptors,196,0.5
27,West,"Feb 29, 2016",2009,6-3,Stephen Curry,G,2015-2016,2016,6,Golden State Warriors,190,0.5
27,East,"Feb 8, 2016",2011,5-9,Isaiah Thomas,PG,2015-2016,2016,4,Boston Celtics,185,0.5
30,West,"Feb 8, 2016",2006,6-11,LaMarcus Aldridge,FC,2015-2016,2016,9,San Antonio Spurs,260,0.5
34,East,"Feb 1, 2016",2003,6-4,Dwyane Wade,SG,2015-2016,2016,12,Miami Heat,220,0.5
27,West,"Feb 1, 2016",2007,6-9,Kevin Durant,SF,2015-2016,2016,8,Oklahoma City Thunder,240,0.5
25,East,"Jan 25, 2016",2011,6-1,Kemba Walker,G,2015-2016,2016,4,Charlotte Hornets,184,0.5
25,West,"Jan 25, 2016",2010,6-11,DeMarcus Cousins,C,2015-2016,2016,5,Sacramento Kings,270,0.5
25,East,"Jan 18, 2016",2010,6-4,John Wall,PG,2015-2016,2016,5,Washington Wizards,210,0.5
27,West,"Jan 18, 2016",2007,6-9,Kevin Durant,SF,2015-2016,2016,8,Oklahoma City Thunder,240,0.5
31,East,"Jan 11, 2016",2003,6-8,LeBron James,F,2015-2016,2016,12,Cleveland Cavaliers,250,0.5
30,West,"Jan 11, 2016",2005,6-0,Chris Paul,PG,2015-2016,2016,10,Los Angeles Clippers,175,0.5
27,East,"Jan 4, 2016",2008,7-0,Brook Lopez,C,2015-2016,2016,7,Brooklyn Nets,268,0.5
25,West,"Jan 4, 2016",2012,6-7,Draymond Green,F,2015-2016,2016,3,Golden State Warriors,230,0.5
32,East,"Dec 28, 2015",2005,6-11,Marcin Gortat,FC,2015-2016,2016,8,Washington Wizards,240,0.5
27,West,"Dec 28, 2015",2008,6-3,Russell Westbrook,G,2015-2016,2016,7,Oklahoma City Thunder,200,0.5
25,East,"Dec 21, 2015",2011,6-3,Reggie Jackson,G,2015-2016,2016,4,Detroit Pistons,208,0.5
24,West,"Dec 21, 2015",2011,6-7,Kawhi Leonard,F,2015-2016,2016,4,San Antonio Spurs,230,0.5
26,East,"Dec 14, 2015",2009,6-7,DeMar DeRozan,GF,2015-2016,2016,6,Toronto Raptors,221,0.5
27,West,"Dec 14, 2015",2007,6-9,Kevin Durant,SF,2015-2016,2016,8,Oklahoma City Thunder,240,0.5
25,East,"Dec 7, 2015",2011,6-3,Reggie Jackson,G,2015-2016,2016,4,Detroit Pistons,208,0.5
27,West,"Dec 7, 2015",2009,6-3,Stephen Curry,G,2015-2016,2016,6,Golden State Warriors,190,0.5
25,East,"Nov 30, 2015",2010,6-9,Paul George,GF,2015-2016,2016,5,Indiana Pacers,220,0.5
27,West,"Nov 30, 2015",2007,6-9,Kevin Durant,SF,2015-2016,2016,8,Oklahoma City Thunder,240,0.5
31,East,"Nov 23, 2015",2003,6-8,LeBron James,F,2015-2016,2016,12,Cleveland Cavaliers,250,0.5
27,West,"Nov 23, 2015",2009,6-3,Stephen Curry,G,2015-2016,2016,6,Golden State Warriors,190,0.5
27,East,"Nov 16, 2015",2008,6-8,Nicolas Batum,F,2015-2016,2016,7,Charlotte Hornets,200,0.5
25,West,"Nov 16, 2015",2010,6-11,DeMarcus Cousins,C,2015-2016,2016,5,Sacramento Kings,270,0.5
22,East,"Nov 9, 2015",2012,6-11,Andre Drummond,C,2015-2016,2016,3,Detroit Pistons,279,0.5
26,West,"Nov 9, 2015",2009,6-5,James Harden,SG,2015-2016,2016,6,Houston Rockets,220,0.5
22,East,"Nov 2, 2015",2012,6-11,Andre Drummond,C,2015-2016,2016,3,Detroit Pistons,279,0.5
27,West,"Nov 2, 2015",2009,6-3,Stephen Curry,G,2015-2016,2016,6,Golden State Warriors,190,0.5
26,East,"Apr 10, 2017",2010,206cm,Paul George,GF,2016-2017,2017,6,Indiana Pacers,100kg,0.5
28,West,"Apr 10, 2017",2008,191cm,Russell Westbrook,G,2016-2017,2017,8,Oklahoma City Thunder,91kg,0.5
27,East,"Apr 3, 2017",2011,201cm,Jimmy Butler,GF,2016-2017,2017,5,Chicago Bulls,105kg,0.5
28,West,"Apr 3, 2017",2009,191cm,Stephen Curry,G,2016-2017,2017,7,Golden State Warriors,86kg,0.5
27,East,"Mar 27, 2017",2009,201cm,DeMar DeRozan,GF,2016-2017,2017,7,Toronto Raptors,100kg,0.5
27,West,"Mar 27, 2017",2009,196cm,James Harden,SG,2016-2017,2017,7,Houston Rockets,100kg,0.5
27,East,"Mar 20, 2017",2010,213cm,Hassan Whiteside,C,2016-2017,2017,4,Miami Heat,120kg,0.5
26,West,"Mar 20, 2017",2012,191cm,Damian Lillard,G,2016-2017,2017,4,Portland Trail Blazers,88kg,0.5
26,East,"Mar 13, 2017",2010,193cm,John Wall,PG,2016-2017,2017,6,Washington Wizards,95kg,0.5
21,West,"Mar 13, 2017",2015,213cm,Karl-Anthony Towns,C,2016-2017,2017,1,Minnesota Timberwolves,111kg,0.5
26,East,"Mar 6, 2017",2011,185cm,Kemba Walker,G,2016-2017,2017,5,Charlotte Hornets,83kg,0.5
25,West,"Mar 6, 2017",2011,201cm,Kawhi Leonard,F,2016-2017,2017,5,San Antonio Spurs,104kg,0.5
32,East,"Feb 13, 2017",2003,203cm,LeBron James,F,2016-2017,2017,13,Cleveland Cavaliers,113kg,0.5
27,West,"Feb 13, 2017",2009,208cm,Blake Griffin,PF,2016-2017,2017,7,Los Angeles Clippers,114kg,0.5
28,East,"Feb 6, 2017",2011,175cm,Isaiah Thomas,PG,2016-2017,2017,5,Boston Celtics,84kg,0.5
28,West,"Feb 6, 2017",2009,191cm,Stephen Curry,G,2016-2017,2017,7,Golden State Warriors,86kg,0.5
25,East,"Jan 30, 2017",2012,193cm,Dion Waiters,SG,2016-2017,2017,4,Miami Heat,100kg,0.5
26,West,"Jan 30, 2017",2010,211cm,DeMarcus Cousins,C,2016-2017,2017,6,Sacramento Kings,122kg,0.5
22,East,"Jan 23, 2017",2014,213cm,Joel Embiid,C,2016-2017,2017,2,Philadelphia Sixers,113kg,0.5
25,West,"Jan 23, 2017",2011,201cm,Kawhi Leonard,F,2016-2017,2017,5,San Antonio Spurs,104kg,0.5
27,East,"Jan 16, 2017",2009,201cm,DeMar DeRozan,GF,2016-2017,2017,7,Toronto Raptors,100kg,0.5
26,West,"Jan 16, 2017",2010,203cm,Gordon Hayward,GF,2016-2017,2017,6,Utah Jazz,102kg,0.5
27,East,"Jan 9, 2017",2011,201cm,Jimmy Butler,GF,2016-2017,2017,5,Chicago Bulls,105kg,0.5
28,West,"Jan 9, 2017",2009,191cm,Stephen Curry,G,2016-2017,2017,7,Golden State Warriors,86kg,0.5
26,East,"Jan 2, 2017",2010,193cm,John Wall,PG,2016-2017,2017,6,Washington Wizards,95kg,0.5
27,West,"Jan 2, 2017",2009,196cm,James Harden,SG,2016-2017,2017,7,Houston Rockets,100kg,0.5
28,East,"Dec 26, 2016",2011,175cm,Isaiah Thomas,PG,2016-2017,2017,5,Boston Celtics,84kg,0.5
28,West,"Dec 26, 2016",2008,191cm,Russell Westbrook,G,2016-2017,2017,8,Oklahoma City Thunder,91kg,0.5
27,East,"Dec 19, 2016",2009,201cm,DeMar DeRozan,GF,2016-2017,2017,7,Toronto Raptors,100kg,0.5
27,West,"Dec 19, 2016",2009,196cm,James Harden,SG,2016-2017,2017,7,Houston Rockets,100kg,0.5
32,East,"Dec 12, 2016",2003,203cm,LeBron James,F,2016-2017,2017,13,Cleveland Cavaliers,113kg,0.5
32,West,"Dec 12, 2016",2007,216cm,Marc Gasol,C,2016-2017,2017,8,Memphis Grizzlies,116kg,0.5
22,East,"Dec 5, 2016",2013,211cm,Giannis Antetokounmpo,F,2016-2017,2017,3,Milwaukee Bucks,101kg,0.5
28,West,"Dec 5, 2016",2008,191cm,Russell Westbrook,G,2016-2017,2017,8,Oklahoma City Thunder,91kg,0.5
28,East,"Nov 28, 2016",2008,208cm,Kevin Love,FC,2016-2017,2017,8,Cleveland Cavaliers,114kg,0.5
28,West,"Nov 28, 2016",2007,206cm,Kevin Durant,SF,2016-2017,2017,9,Golden State Warriors,109kg,0.5
27,East,"Nov 21, 2016",2011,201cm,Jimmy Butler,GF,2016-2017,2017,5,Chicago Bulls,105kg,0.5
23,West,"Nov 21, 2016",2012,208cm,Anthony Davis,PF,2016-2017,2017,4,New Orleans Pelicans,115kg,0.5
27,East,"Nov 14, 2016",2009,201cm,DeMar DeRozan,GF,2016-2017,2017,7,Toronto Raptors,100kg,0.5
27,West,"Nov 14, 2016",2009,196cm,James Harden,SG,2016-2017,2017,7,Houston Rockets,100kg,0.5
32,East,"Nov 7, 2016",2003,203cm,LeBron James,F,2016-2017,2017,13,Cleveland Cavaliers,113kg,0.5
30,West,"Nov 7, 2016",2008,191cm,George Hill,G,2016-2017,2017,8,Utah Jazz,85kg,0.5
32,East,"Oct 31, 2016",2003,203cm,LeBron James,F,2016-2017,2017,13,Cleveland Cavaliers,113kg,0.5
28,West,"Oct 31, 2016",2008,191cm,Russell Westbrook,G,2016-2017,2017,8,Oklahoma City Thunder,91kg,0.5
21,East,"Apr 9, 2018",2016,208cm,Ben Simmons,PF,2017-2018,2018,1,Philadelphia Sixers,104kg,0.5
23,West,"Apr 9, 2018",2014,208cm,Nikola Jokic,C,2017-2018,2018,2,Denver Nuggets,113kg,0.5
25,East,"Apr 2, 2018",2013,193cm,Victor Oladipo,G,2017-2018,2018,4,Indiana Pacers,95kg,0.5
27,West,"Apr 2, 2018",2012,191cm,Damian Lillard,G,2017-2018,2018,5,Portland Trail Blazers,88kg,0.5
33,East,"Mar 26, 2018",2003,203cm,LeBron James,F,2017-2018,2018,14,Cleveland Cavaliers,113kg,0.5
32,West,"Mar 26, 2018",2006,211cm,LaMarcus Aldridge,FC,2017-2018,2018,11,San Antonio Spurs,118kg,0.5
33,East,"Mar 19, 2018",2003,203cm,LeBron James,F,2017-2018,2018,14,Cleveland Cavaliers,113kg,0.5
29,West,"Mar 19, 2018",2008,191cm,Russell Westbrook,G,2017-2018,2018,9,Oklahoma City Thunder,91kg,0.5
28,East,"Mar 12, 2018",2009,201cm,DeMar DeRozan,GF,2017-2018,2018,8,Toronto Raptors,100kg,0.5
27,West,"Mar 12, 2018",2012,191cm,Damian Lillard,G,2017-2018,2018,5,Portland Trail Blazers,88kg,0.5
28,East,"Mar 5, 2018",2009,201cm,DeMar DeRozan,GF,2017-2018,2018,8,Toronto Raptors,100kg,0.5
24,West,"Mar 5, 2018",2012,208cm,Anthony Davis,PF,2017-2018,2018,5,New Orleans Pelicans,115kg,0.5
23,East,"Feb 12, 2018",2014,213cm,Joel Embiid,C,2017-2018,2018,3,Philadelphia Sixers,113kg,0.5
28,West,"Feb 12, 2018",2009,196cm,James Harden,SG,2017-2018,2018,8,Houston Rockets,100kg,0.5
24,East,"Feb 5, 2018",2012,211cm,Andre Drummond,C,2017-2018,2018,5,Detroit Pistons,127kg,0.5
28,West,"Feb 5, 2018",2009,196cm,James Harden,SG,2017-2018,2018,8,Houston Rockets,100kg,0.5
26,East,"Jan 29, 2018",2012,203cm,Khris Middleton,SF,2017-2018,2018,5,Milwaukee Bucks,106kg,0.5
29,West,"Jan 29, 2018",2009,191cm,Stephen Curry,G,2017-2018,2018,8,Golden State Warriors,86kg,0.5
23,East,"Jan 22, 2018",2014,213cm,Joel Embiid,C,2017-2018,2018,3,Philadelphia Sixers,113kg,0.5
27,West,"Jan 22, 2018",2012,191cm,Damian Lillard,G,2017-2018,2018,5,Portland Trail Blazers,88kg,0.5
31,East,"Jan 15, 2018",2008,191cm,Goran Dragic,G,2017-2018,2018,9,Miami Heat,86kg,0.5
31,West,"Jan 15, 2018",2005,185cm,Lou Williams,G,2017-2018,2018,12,Los Angeles Clippers,79kg,0.5
28,East,"Jan 8, 2018",2009,201cm,DeMar DeRozan,GF,2017-2018,2018,8,Toronto Raptors,100kg,0.5
29,West,"Jan 8, 2018",2009,191cm,Stephen Curry,G,2017-2018,2018,8,Golden State Warriors,86kg,0.5
24,East,"Jan 2, 2018",2012,196cm,Bradley Beal,SG,2017-2018,2018,5,Washington Wizards,94kg,0.5
31,West,"Jan 2, 2018",2005,185cm,Lou Williams,G,2017-2018,2018,12,Los Angeles Clippers,79kg,0.5
28,East,"Dec 26, 2017",2009,201cm,DeMar DeRozan,GF,2017-2018,2018,8,Toronto Raptors,100kg,0.5
29,West,"Dec 26, 2017",2008,191cm,Russell Westbrook,G,2017-2018,2018,9,Oklahoma City Thunder,91kg,0.5
33,East,"Dec 18, 2017",2003,203cm,LeBron James,F,2017-2018,2018,14,Cleveland Cavaliers,113kg,0.5
32,West,"Dec 18, 2017",2005,183cm,Chris Paul,PG,2017-2018,2018,12,Houston Rockets,79kg,0.5
25,East,"Dec 11, 2017",2013,193cm,Victor Oladipo,G,2017-2018,2018,4,Indiana Pacers,95kg,0.5
29,West,"Dec 11, 2017",2007,206cm,Kevin Durant,SF,2017-2018,2018,10,Golden State Warriors,109kg,0.5
33,East,"Dec 4, 2017",2003,203cm,LeBron James,F,2017-2018,2018,14,Cleveland Cavaliers,113kg,0.5
28,West,"Dec 4, 2017",2009,196cm,James Harden,SG,2017-2018,2018,8,Houston Rockets,100kg,0.5
31,East,"Nov 27, 2017",2008,191cm,Goran Dragic,G,2017-2018,2018,9,Miami Heat,86kg,0.5
24,West,"Nov 27, 2017",2012,208cm,Anthony Davis,PF,2017-2018,2018,5,New Orleans Pelicans,115kg,0.5
28,East,"Nov 20, 2017",2009,201cm,DeMar DeRozan,GF,2017-2018,2018,8,Toronto Raptors,100kg,0.5
22,West,"Nov 20, 2017",2015,213cm,Karl-Anthony Towns,C,2017-2018,2018,2,Minnesota Timberwolves,111kg,0.5
25,East,"Nov 13, 2017",2011,206cm,Tobias Harris,F,2017-2018,2018,6,Detroit Pistons,107kg,0.5
23,West,"Nov 13, 2017",2014,208cm,Nikola Jokic,C,2017-2018,2018,2,Denver Nuggets,113kg,0.5
22,East,"Nov 6, 2017",2015,221cm,Kristaps Porzingis,FC,2017-2018,2018,2,New York Knicks,109kg,0.5
28,West,"Nov 6, 2017",2009,196cm,James Harden,SG,2017-2018,2018,8,Houston Rockets,100kg,0.5
25,East,"Oct 30, 2017",2013,193cm,Victor Oladipo,G,2017-2018,2018,4,Indiana Pacers,95kg,0.5
27,West,"Oct 30, 2017",2010,211cm,DeMarcus Cousins,C,2017-2018,2018,7,New Orleans Pelicans,122kg,0.5
23,East,"Oct 23, 2017",2013,211cm,Giannis Antetokounmpo,F,2017-2018,2018,4,Milwaukee Bucks,101kg,0.5
28,West,"Oct 23, 2017",2009,196cm,James Harden,SG,2017-2018,2018,8,Houston Rockets,100kg,0.5
